fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality
5.6,0.175,0.29,0.8,0.043,20,67,0.99112,3.28,0.48,9.9,6
8,0.745,0.56,2,0.118,30,134,0.9968,3.24,0.66,9.4,5
9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6
11.4,0.26,0.44,3.6,0.071,6,19,0.9986,3.12,0.82,9.3,6
5.9,0.37,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,5
6.2,0.2,0.31,1,0.031,22,73,0.99035,3.24,0.52,11.3,6
7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5
6.5,0.24,0.19,1.2,0.041,30,111,0.99254,2.99,0.46,9.4,6
7.4,0.5,0.47,2,0.086,21,73,0.997,3.36,0.57,9.1,5
7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,6
12,0.63,0.5,1.4,0.071,6,26,0.99791,3.07,0.6,10.4,4
9.3,0.27,0.41,2,0.091,6,16,0.998,3.28,0.7,9.7,5
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8
7.6,0.29,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,6
7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,5
9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5
6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6
6.8,0.61,0.04,1.5,0.057,5,10,0.99525,3.42,0.6,9.5,5
6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6
6.5,0.26,0.28,12.5,0.046,80,225,0.99685,3.18,0.41,10,6
6,0.3,0.33,2.1,0.042,31,127,0.98964,3.32,0.42,12.5,6
6.4,0.38,0.2,5.3,0.117,57,181,0.99459,3.24,0.43,9.5,6
9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,5
10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6
6.6,0.19,0.41,8.9,0.046,51,169,0.9954,3.14,0.57,9.8,6
8,0.45,0.23,2.2,0.094,16,29,0.9962,3.21,0.49,10.2,6
7.8,0.23,0.28,4.75,0.042,45,166,0.9928,2.96,0.4,11.5,5
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7
6.9,0.38,0.32,8.5,0.044,36,152,0.9932,3.38,0.35,12,7
9.2,0.92,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8,5
5.4,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2,6
5.5,0.49,0.03,1.8,0.044,28,87,0.9908,3.5,0.82,14,8
5,1.04,0.24,1.6,0.05,32,96,0.9934,3.74,0.62,11.5,5
7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,6
7.8,0.735,0.08,2.4,0.092,10,41,0.9974,3.24,0.71,9.8,6
7.5,0.18,0.72,9.6,0.039,53,151,0.99802,3.03,0.46,8.9,5
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6
10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,6
11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,6
11.2,0.67,0.55,2.3,0.084,6,13,1,3.17,0.71,9.5,6
7.9,0.34,0.36,1.9,0.065,5,10,0.99419,3.27,0.54,11.2,7
5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9,7
8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,5
5.9,0.25,0.24,7.4,0.044,21,113,0.99462,3.38,0.58,10.5,6
6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2,6
8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7
8.1,0.56,0.28,1.7,0.368,16,56,0.9968,3.11,1.28,9.3,5
5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,8
5,0.33,0.18,4.6,0.032,40,124,0.99114,3.18,0.4,11,6
5.9,0.37,0.32,1.6,0.029,41,102,0.98916,3.41,0.55,12.7,7
9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8,6
8,0.59,0.16,1.8,0.065,3,16,0.9962,3.42,0.92,10.5,7
9.8,1.24,0.34,2,0.079,32,151,0.998,3.15,0.53,9.5,5
8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,7
8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,7
6.1,0.16,0.37,1.1,0.031,37,97,0.9922,3.4,0.58,10.5,6
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6
7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7
10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,7
8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,6
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6
8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6
6.7,0.17,0.5,2.1,0.043,27,122,0.9923,3.15,0.45,10.3,6
6.8,0.37,0.28,4,0.03,29,79,0.99,3.23,0.46,12.4,7
7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6
8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,7
7.4,0.32,0.22,11.7,0.035,44,150,0.99578,3.1,0.45,10.4,5
8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,5
5.4,0.29,0.47,3,0.052,47,145,0.993,3.29,0.75,10,6
7.7,0.28,0.63,11.1,0.039,58,179,0.9979,3.08,0.44,8.8,4
5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1,6
6.1,0.28,0.27,8,0.048,41,162,0.99498,3.21,0.51,9.9,5
5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,6
9.8,0.36,0.46,10.5,0.038,4,83,0.9956,2.89,0.3,10.1,4
6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5
12.5,0.56,0.49,2.4,0.064,5,27,0.9999,3.08,0.87,10.9,5
6.4,0.26,0.43,12.6,0.033,64,230,0.9974,3.08,0.38,8.9,5
8,0.22,0.32,10.4,0.043,63,201,0.997,3.11,0.53,9.5,6
8.5,0.24,0.47,15.2,0.057,40,234,1.0005,3.02,0.66,9,5
7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,6
7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2,5
6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,7
10,0.43,0.33,2.7,0.095,28,89,0.9984,3.22,0.68,10,5
6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,6
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5
6.2,0.355,0.35,2,0.046,31,95,0.98822,3.06,0.46,13.6,6
7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10,5
5,0.61,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5,5
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6
10.6,0.31,0.49,2.5,0.067,6,21,0.9987,3.26,0.86,10.7,6
6.1,0.15,0.35,15.8,0.042,55,158,0.99642,3.24,0.37,10.6,5
6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,5
7.2,0.49,0.24,2.2,0.07,5,36,0.996,3.33,0.48,9.4,5
8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,7
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6
6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7
8,0.2,0.44,1,0.057,24,111,0.99158,3.09,0.32,11.2,6
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6
6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,6
7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,6
6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8
6.8,0.39,0.31,14.35,0.043,28,162,0.9988,3.17,0.54,9.1,5
7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5
6.9,0.3,0.3,1.3,0.053,24,186,0.99361,3.29,0.54,9.9,4
6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,6
6.5,0.43,0.31,3.6,0.046,19,143,0.99022,3.15,0.34,12,8
5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7
8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,5
6.9,0.2,0.4,7.7,0.032,51,176,0.9939,3.22,0.27,11.4,5
7.4,0.36,0.29,2.6,0.087,26,72,0.99645,3.39,0.68,11,5
11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5
6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,5
6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6
7.1,0.23,0.3,2.6,0.034,62,148,0.99121,3.03,0.56,11.3,7
7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5
7.3,0.25,0.41,1.8,0.037,52,165,0.9911,3.29,0.39,12.2,7
6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,6
6.7,0.23,0.26,1.4,0.06,33,154,0.9934,3.24,0.56,9.5,6
7.2,0.415,0.36,2,0.081,13,45,0.9972,3.48,0.64,9.2,5
8.5,0.18,0.3,1.1,0.028,34,95,0.99272,2.83,0.36,10,4
8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,7
6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4,6
8.2,0.18,0.38,1.1,0.04,41,92,0.99062,2.88,0.6,12,6
7.5,0.22,0.33,6.7,0.036,45,138,0.9939,3.2,0.68,11.4,6
8.3,0.76,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,6
6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1,6
7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,5
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5
7.3,0.32,0.34,6.6,0.032,24,112,0.99505,3.22,0.46,9.8,6
6.9,0.605,0.12,10.7,0.073,40,83,0.9993,3.45,0.52,9.4,6
5.8,0.68,0.02,1.8,0.087,21,94,0.9944,3.54,0.52,10,5
6.1,0.28,0.25,17.75,0.044,48,161,0.9993,3.34,0.48,9.5,5
9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,6
7.6,0.49,0.26,1.6,0.236,10,88,0.9968,3.11,0.8,9.3,5
8.2,0.23,0.42,1.9,0.069,9,17,0.99376,3.21,0.54,12.3,6
5.8,0.3,0.09,6.3,0.042,36,138,0.99382,3.15,0.48,9.7,5
6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,5
11.6,0.41,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10,5
6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,6
9.3,0.34,0.49,7.3,0.052,30,146,0.998,3.17,0.61,10.2,5
6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,6
7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,5
7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6
7.3,0.65,0,1.2,0.065,15,21,0.9946,3.39,0.47,10,7
7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2,5
7,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1,6
6.2,0.3,0.28,1.6,0.036,28,106,0.988245,3.14,0.41,13.3,6
6.8,0.26,0.29,16.95,0.056,48,179,0.9998,3.45,0.4,9.6,5
6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,5
8,0.59,0.05,2,0.089,12,32,0.99735,3.36,0.61,10,5
7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,7
7.8,0.42,0.23,8.8,0.054,42,215,0.9971,3.02,0.58,9.2,6
7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6
9.3,0.61,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7,5
6.6,0.22,0.37,1.2,0.059,45,199,0.993,3.37,0.55,10.3,7
6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6
6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6
10.6,0.36,0.57,2.3,0.087,6,20,0.99676,3.14,0.72,11.1,7
12.5,0.38,0.6,2.6,0.081,31,72,0.9996,3.1,0.73,10.5,5
8.9,0.62,0.18,3.8,0.176,52,145,0.9986,3.16,0.88,9.2,5
6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6
5.6,0.915,0,2.1,0.041,17,78,0.99346,3.68,0.73,11.4,5
7.2,0.24,0.34,1.1,0.045,3,64,0.9913,3.23,0.51,11.4,5
6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6,7
6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12,5
5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,6
5.9,0.645,0.12,2,0.075,32,44,0.99547,3.57,0.71,10.2,5
7.3,0.695,0,2.5,0.075,3,13,0.998,3.49,0.52,9.2,5
9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,6
6.9,0.25,0.33,1.2,0.035,35,158,0.99082,3.02,0.58,11.3,6
7.1,0.145,0.33,4.6,0.05,33,131,0.9942,3.28,0.4,9.6,6
11.2,0.5,0.74,5.15,0.1,5,17,0.9996,3.22,0.62,11.2,5
5.8,0.385,0.25,3.7,0.031,38,122,0.99128,3.2,0.63,11.2,6
7.5,0.38,0.33,5,0.045,30,131,0.9942,3.32,0.44,10.9,6
7.8,0.4,0.26,9.5,0.059,32,178,0.9955,3.04,0.43,10.9,6
6.5,0.2,0.31,2.1,0.033,32,95,0.989435,2.96,0.61,12,6
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5
7.5,0.755,0,1.9,0.084,6,12,0.99672,3.34,0.49,9.7,4
10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,7
7.8,0.56,0.19,2.1,0.081,15,105,0.9962,3.33,0.54,9.5,5
8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,5
7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6
7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,6
8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6
6.2,0.34,0.28,7.5,0.034,40,197,0.99485,3.14,0.6,9.7,5
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,6
5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,6
7.9,0.11,0.49,4.5,0.048,27,133,0.9946,3.24,0.42,10.6,6
6.4,0.43,0.32,1.4,0.048,10,67,0.992,3.08,0.41,11.4,5
7.7,0.24,0.31,1.3,0.047,33,106,0.993,3.22,0.55,10.8,6
9.7,0.32,0.54,2.5,0.094,28,83,0.9984,3.28,0.82,9.6,5
6.8,0.5,0.11,1.5,0.075,16,49,0.99545,3.36,0.79,9.5,5
9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,5
6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,5
6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4,7
7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4,5
8,0.77,0.32,2.1,0.079,16,74,0.99656,3.27,0.5,9.8,6
11.5,0.41,0.52,3,0.08,29,55,1.0001,3.26,0.88,11,5
8,0.62,0.35,2.8,0.086,28,52,0.997,3.31,0.62,10.8,5
6.1,0.27,0.3,16.7,0.039,49,172,0.99985,3.4,0.45,9.4,5
7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6
6.8,0.18,0.28,8.5,0.047,52,242,0.9952,3.22,0.53,10.5,6
10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7
5.7,0.32,0.18,1.4,0.029,26,104,0.9906,3.44,0.37,11,6
6.4,0.67,0.08,2.1,0.045,19,48,0.9949,3.49,0.49,11.4,6
7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6
6.5,0.115,0.29,1.95,0.038,73,166,0.989,3.12,0.25,12.9,7
6.2,0.27,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9,5
6.7,0.3,0.44,18.75,0.057,65,224,0.99956,3.11,0.53,9.1,5
6.6,0.24,0.24,8.6,0.034,25,135,0.99582,3.33,0.59,10.3,6
7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7
10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6
6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6
8.8,0.24,0.54,2.5,0.083,25,57,0.9983,3.39,0.54,9.2,5
7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6
5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6
6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,6
6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,5
7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3,5
7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,5
11.4,0.625,0.66,6.2,0.088,6,24,0.9988,3.11,0.99,13.3,6
6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5
7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6
8.1,0.53,0.22,2.2,0.078,33,89,0.99678,3.26,0.46,9.6,6
7,0.23,0.35,1.4,0.036,31,113,0.9912,3.16,0.48,10.8,7
7.2,0.24,0.3,1.6,0.048,27,131,0.9933,3.25,0.45,10.5,5
10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5
6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5
9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,6
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6
8.8,0.47,0.49,2.9,0.085,17,110,0.9982,3.29,0.6,9.8,5
10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6
9.8,0.42,0.48,9.85,0.034,5,110,0.9958,2.87,0.29,10,5
6.1,0.37,0.2,7.6,0.031,49,170,0.99558,3.22,0.48,9.5,5
7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6
11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6
6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6
10.1,0.31,0.44,2.3,0.08,22,46,0.9988,3.32,0.67,9.7,6
10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6
5.6,0.22,0.32,1.2,0.024,29,97,0.98823,3.2,0.46,13.05,7
9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,7
7.2,0.685,0.21,9.5,0.07,33,172,0.9971,3,0.55,9.1,6
5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6
6.7,0.3,0.44,18.5,0.057,65,224,0.99956,3.11,0.53,9.1,5
7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,5
6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6
7,0.24,0.26,1.7,0.041,31,110,0.99142,3.2,0.53,11,6
5.9,0.22,0.29,4.2,0.037,69,144,0.99214,3.13,0.74,10.8,7
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,6
7.3,0.52,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9,6
6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,5
7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4,5
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,5
6.1,0.37,0.46,12,0.042,61,210,0.997,3.17,0.59,9.7,6
6.2,0.32,0.32,2.2,0.036,15,70,0.9899,3.16,0.48,12.7,6
5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,7
6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,6
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5
6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,6
7,0.26,0.46,15.55,0.037,61,171,0.9986,2.94,0.35,8.8,6
8.4,0.62,0.09,2.2,0.084,11,108,0.9964,3.15,0.66,9.8,5
5,0.44,0.04,18.6,0.039,38,128,0.9985,3.37,0.57,10.2,6
9.4,0.23,0.56,16.45,0.063,52.5,282,1.00098,3.1,0.51,9.3,5
6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,5
7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,6
6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2,5
5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,5
5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6
12.5,0.6,0.49,4.3,0.1,5,14,1.001,3.25,0.74,11.9,6
8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,5
7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,5
7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,5
6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6
7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,5
6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7
6,0.39,0.17,12,0.046,65,246,0.9976,3.15,0.38,9,6
7.4,0.2,1.66,2.1,0.022,34,113,0.99165,3.26,0.55,12.2,6
6.5,0.3,0.29,2.25,0.037,8,210,0.9937,3.19,0.62,9.9,5
8,0.29,0.29,13.2,0.046,26,113,0.9983,3.25,0.37,9.7,6
7.3,0.36,0.62,7.1,0.033,48,185,0.99472,3.14,0.62,10.6,6
6.6,0.21,0.6,1.1,0.135,61,144,0.9927,3.12,0.39,9.3,7
12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8
7.7,0.775,0.42,1.9,0.092,8,86,0.9959,3.23,0.59,9.5,5
6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9,7
5.9,0.17,0.3,1.4,0.042,25,119,0.9931,3.68,0.72,10.5,6
6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,7
7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9,5
7,0.22,0.28,10.6,0.039,32,117,0.99355,3.05,0.55,11.5,7
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6
5,0.4,0.5,4.3,0.046,29,80,0.9902,3.49,0.66,13.6,6
7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,6
7.1,0.34,0.2,6.1,0.063,47,164,0.9946,3.17,0.42,10,5
6.6,0.21,0.29,1.8,0.026,35,128,0.99183,3.37,0.48,11.2,6
6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,6
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8
6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,6
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8
7.4,0.32,0.27,1.4,0.049,38,173,0.99335,3.03,0.52,9.3,5
7.5,0.49,0.2,2.6,0.332,8,14,0.9968,3.21,0.9,10.5,6
12,0.45,0.55,2,0.073,25,49,0.9997,3.1,0.76,10.3,6
6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,5
7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6
7.9,0.35,0.21,1.9,0.073,46,102,0.9964,3.27,0.58,9.5,5
6.3,0.495,0.22,1.8,0.046,31,140,0.9929,3.39,0.54,10.4,6
6.4,0.24,0.29,11.4,0.051,32,166,0.9968,3.31,0.45,9.5,5
7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6
12.6,0.38,0.66,2.6,0.088,10,41,1.001,3.17,0.68,9.8,6
6.5,0.2,0.24,9.2,0.044,25,150,0.99502,3.22,0.44,10.5,5
7.5,0.4,0.12,3,0.092,29,53,0.9967,3.37,0.7,10.3,6
5,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,6
6.4,0.17,0.34,13.4,0.044,45,139,0.99752,3.06,0.43,9.1,6
6.4,0.23,0.37,7.9,0.05,60,150,0.99488,2.86,0.49,9.3,6
6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,5
6.8,0.43,0.3,3.5,0.033,27,135,0.9906,3,0.37,12,6
6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5
7.6,0.9,0.06,2.5,0.079,5,10,0.9967,3.39,0.56,9.8,5
9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,7
5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6
6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5
7.9,0.46,0.4,10.1,0.168,19,184,0.99782,3.06,0.62,9.5,5
6.1,0.32,0.25,1.8,0.086,5,32,0.99464,3.36,0.44,10.1,5
7,0.34,0.26,10.3,0.041,51,166,0.99382,3.08,0.35,11.6,6
6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2,5
7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,6
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7
8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,6
